Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI,blue,red
-34.096389,24.439167,02-12-2014,15619.5,8545.0,11401.5,9262.0,0.15610081048073662,-0.14320808161832832,7981.0,8277.0
-34.096389,24.439167,04-02-2015,14278.0,8275.5,10754.5,8778.0,0.1407570158793563,-0.13026799789805502,7832.5,8100.0
-34.096389,24.439167,04-03-2015,14293.0,8226.5,10394.5,8662.0,0.1579139240506323,-0.11642768916814288,7806.5,7950.0
-34.096389,24.439167,04-05-2011,12003.0,8511.0,9158.0,8134.5,0.13444544208685727,-0.03661780519554001,8196.0,8142.0
-34.096389,24.439167,04-12-2013,15576.5,8511.0,11268.0,9097.5,0.16049842612080628,-0.13939026239951394,7927.0,8295.0
-34.096389,24.439167,05-02-2014,15394.0,8462.5,10996.0,8837.5,0.16665403561955225,-0.13020016959169448,7926.0,8252.0
-34.096389,24.439167,05-05-2015,13190.0,7992.5,9612.0,8307.0,0.15691605999473662,-0.09199352438296975,7690.5,7800.5
-34.096389,24.439167,05-11-2014,16096.0,8627.5,11651.0,9325.5,0.16019749882870163,-0.14909879922084895,7991.0,8261.5
-34.096389,24.439167,05-12-2012,15287.0,8486.0,11599.5,9179.0,0.13715061462071992,-0.15501232232207238,7923.0,8233.5
-34.096389,24.439167,06-11-2013,15576.5,8511.0,11268.0,9097.5,0.16049842612080628,-0.13939026239951394,7927.0,8295.0
-34.096389,24.439167,07-01-2014,15394.0,8462.5,10996.0,8837.5,0.16665403561955225,-0.13020016959169448,7926.0,8252.0
-34.096389,24.439167,07-01-2015,16030.0,8603.0,11607.0,9285.5,0.1600390780475444,-0.14863928748144412,7964.0,8279.5
-34.096389,24.439167,07-02-2012,,,,,,,,
-34.096389,24.439167,07-07-2011,12003.0,8511.0,9158.0,8134.5,0.13444544208685727,-0.03661780519554001,8196.0,8142.0
-34.096389,24.439167,07-10-2014,15253.0,8460.5,10817.0,8948.5,0.17015726889144547,-0.1222409544806115,7888.0,8251.5
-34.096389,24.439167,07-10-2015,14635.5,8460.0,11053.0,8976.0,0.13945929112248617,-0.13288576846205027,7937.0,8286.0
-34.096389,24.439167,07-11-2012,15287.0,8486.0,11599.5,9179.0,0.13715061462071992,-0.15501232232207238,7923.0,8233.5
-34.096389,24.439167,07-12-2011,14338.5,8332.0,10467.5,8750.0,0.15605095541401212,-0.1135934466342184,7891.0,8087.0
-34.096389,24.439167,08-01-2013,15287.0,8486.0,11599.5,9179.0,0.13715061462071992,-0.15501232232207238,7923.0,8233.5
-34.096389,24.439167,08-10-2013,14555.0,8322.0,10452.0,8762.0,0.1640740592634056,-0.1134547778843075,7767.5,8026.5
-34.096389,24.439167,08-11-2011,14338.5,8332.0,10467.5,8750.0,0.15605095541401212,-0.1135934466342184,7891.0,8087.0
-34.096389,24.439167,08-12-2015,14635.5,8460.0,11053.0,8976.0,0.13945929112248617,-0.13288576846205027,7937.0,8286.0
-34.096389,24.439167,09-03-2011,12003.0,8511.0,9158.0,8134.5,0.13444544208685727,-0.03661780519554001,8196.0,8142.0
-34.096389,24.439167,11-01-2012,,,,,,,,
-34.096389,24.439167,11-09-2012,15287.0,8486.0,11599.5,9179.0,0.13715061462071992,-0.15501232232207238,7923.0,8233.5
-34.096389,24.439167,11-09-2013,14555.0,8322.0,10452.0,8762.0,0.1640740592634056,-0.1134547778843075,7767.5,8026.5
-34.096389,24.439167,12-08-2014,14034.5,8300.5,9873.5,8457.0,0.17404216161954086,-0.08655221745350454,7799.5,8059.0
-34.096389,24.439167,12-10-2011,,,,,,,,
-34.096389,24.439167,12-11-2015,14635.5,8460.0,11053.0,8976.0,0.13945929112248617,-0.13288576846205027,7937.0,8286.0
-34.096389,24.439167,13-08-2013,14002.0,8074.0,9942.5,8379.0,0.16953788970327147,-0.10371048760858045,7734.0,7762.0
-34.096389,24.439167,13-09-2011,,,,,,,,
-34.096389,24.439167,14-08-2012,15287.0,8486.0,11599.5,9179.0,0.13715061462071992,-0.15501232232207238,7923.0,8233.5
-34.096389,24.439167,15-07-2014,14034.5,8300.5,9873.5,8457.0,0.17404216161954086,-0.08655221745350454,7799.5,8059.0
-34.096389,24.439167,16-09-2015,14387.0,8290.5,10457.5,8849.5,0.15816377870353537,-0.11558566247066293,7794.0,8101.5
-34.096389,24.439167,17-07-2013,14002.0,8074.0,9942.5,8379.0,0.16953788970327147,-0.10371048760858045,7734.0,7762.0
-34.096389,24.439167,17-09-2014,15253.0,8460.5,10817.0,8948.5,0.17015726889144547,-0.1222409544806115,7888.0,8251.5
-34.096389,24.439167,17-10-2012,15287.0,8486.0,11599.5,9179.0,0.13715061462071992,-0.15501232232207238,7923.0,8233.5
-34.096389,24.439167,18-06-2014,14034.5,8300.5,9873.5,8457.0,0.17404216161954086,-0.08655221745350454,7799.5,8059.0
-34.096389,24.439167,18-08-2015,13816.5,8061.0,10060.5,8462.5,0.15730619424550757,-0.11033854813343207,7722.5,7809.0
-34.096389,24.439167,19-06-2012,14720.5,8466.0,10988.0,8956.5,0.14518544450279036,-0.12963914876117957,7897.0,8231.0
-34.096389,24.439167,19-06-2013,14002.0,8074.0,9942.5,8379.0,0.16953788970327147,-0.10371048760858045,7734.0,7762.0
-34.096389,24.439167,21-05-2013,14002.0,8074.0,9942.5,8379.0,0.16953788970327147,-0.10371048760858045,7734.0,7762.0
-34.096389,24.439167,22-07-2015,13816.5,8061.0,10060.5,8462.5,0.15730619424550757,-0.11033854813343207,7722.5,7809.0
-34.096389,24.439167,23-04-2014,14102.5,8290.0,10425.0,8611.5,0.1499337478340632,-0.11407961528185888,7762.0,7952.0
-34.096389,24.439167,24-04-2012,14720.5,8466.0,10988.0,8956.5,0.14518544450279036,-0.12963914876117957,7897.0,8231.0
-34.096389,24.439167,24-04-2013,14697.0,8345.0,10882.0,8734.0,0.14914578365065034,-0.13194986217298524,7824.5,8039.5
-34.096389,24.439167,24-06-2015,13190.0,7992.5,9612.0,8307.0,0.15691605999473662,-0.09199352438296975,7690.5,7800.5
-34.096389,24.439167,24-07-2012,14720.5,8466.0,10988.0,8956.5,0.14518544450279036,-0.12963914876117957,7897.0,8231.0
-34.096389,24.439167,25-03-2014,14744.5,8428.0,10806.5,9006.0,0.15412312629642616,-0.12365801034599225,7875.0,8161.0
-34.096389,24.439167,26-02-2013,14697.0,8345.0,10882.0,8734.0,0.14914578365065034,-0.13194986217298524,7824.5,8039.5
-34.096389,24.439167,26-02-2014,14744.5,8428.0,10806.5,9006.0,0.15412312629642616,-0.12365801034599225,7875.0,8161.0
-34.096389,24.439167,26-03-2013,14697.0,8345.0,10882.0,8734.0,0.14914578365065034,-0.13194986217298524,7824.5,8039.5
-34.096389,24.439167,27-05-2014,14102.5,8290.0,10425.0,8611.5,0.1499337478340632,-0.11407961528185888,7762.0,7952.0
-34.096389,24.439167,27-05-2015,13190.0,7992.5,9612.0,8307.0,0.15691605999473662,-0.09199352438296975,7690.5,7800.5
-34.096389,24.439167,28-03-2012,14720.5,8466.0,10988.0,8956.5,0.14518544450279036,-0.12963914876117957,7897.0,8231.0
-34.096389,24.439167,31-01-2013,13570.0,9547.5,11005.5,9314.0,0.10435189518015868,-0.0709385491169169,9386.5,9396.0
-34.096389,24.439167,31-03-2015,14293.0,8226.5,10394.5,8662.0,0.1579139240506323,-0.11642768916814288,7806.5,7950.0
-34.096389,24.439167,31-05-2011,12003.0,8511.0,9158.0,8134.5,0.13444544208685727,-0.03661780519554001,8196.0,8142.0
-33.771111,25.386667,01-06-2011,15952.0,9160.0,13437.5,10571.0,0.08555776722979266,-0.18929085075782637,8386.0,9178.0
-33.771111,25.386667,02-04-2015,15949.5,8948.5,13047.5,10055.0,0.10007931855019452,-0.18635206401163765,8204.0,8722.5
-33.771111,25.386667,04-12-2014,17470.5,9528.0,13101.0,10068.0,0.14292723615131694,-0.1578947368421046,8662.0,9222.0
-33.771111,25.386667,05-02-2014,17742.0,9474.0,13407.5,10067.5,0.1391515112602124,-0.17190743613836432,8498.0,9018.0
-33.771111,25.386667,05-05-2011,15952.0,9160.0,13437.5,10571.0,0.08555776722979266,-0.18929085075782637,8386.0,9178.0
-33.771111,25.386667,05-11-2014,16593.0,9871.0,13624.5,10807.0,0.09823777612310715,-0.1597539954459358,9022.0,9698.0
-33.771111,25.386667,06-01-2015,16387.5,9382.0,12868.0,9918.0,0.12030216540479527,-0.1566741573033701,8446.0,8930.0
-33.771111,25.386667,06-02-2015,16049.0,9407.5,13210.0,10054.0,0.09702997368331079,-0.168122029402011,8557.0,9216.5
-33.771111,25.386667,06-04-2011,,,,,,,,
-33.771111,25.386667,06-12-2012,17562.0,9492.0,13559.5,10235.0,0.1286088395482219,-0.17645272541916937,8542.0,9201.0
-33.771111,25.386667,06-12-2013,,,,,,,,
-33.771111,25.386667,07-05-2015,15949.5,8948.5,13047.5,10055.0,0.10007931855019452,-0.18635206401163765,8204.0,8722.5
-33.771111,25.386667,08-02-2012,18260.5,9965.0,14450.5,10688.5,0.11647458041637335,-0.18371526284532294,9065.0,9578.5
-33.771111,25.386667,08-10-2014,15635.0,9118.0,12551.5,10215.5,0.1093963422205662,-0.15844851057938505,8157.0,8891.0
-33.771111,25.386667,08-10-2015,17677.5,9204.0,12619.0,9709.5,0.1669664812767146,-0.15648627594739425,8332.0,8769.0
-33.771111,25.386667,08-11-2012,,,,,,,,
-33.771111,25.386667,08-11-2013,17001.5,9381.0,13052.0,10363.5,0.13141564210491247,-0.1636428475906024,8375.5,9149.0
-33.771111,25.386667,09-01-2014,17742.0,9474.0,13407.5,10067.5,0.1391515112602124,-0.17190743613836432,8498.0,9018.0
-33.771111,25.386667,09-01-2015,17192.5,9203.5,13090.0,10171.5,0.13547428382729254,-0.1743333258573119,8287.0,8859.5
-33.771111,25.386667,09-02-2011,17699.0,9835.0,13340.5,10317.0,0.14041785466905027,-0.15125887251623418,8893.0,9400.5
-33.771111,25.386667,09-10-2013,15335.0,9470.5,14007.0,11190.5,0.04525935519051174,-0.19322755830049967,8520.0,9686.5
-33.771111,25.386667,09-11-2011,19106.5,9598.0,13501.5,10174.5,0.1718903336604509,-0.16898634169570698,8548.5,9162.5
-33.771111,25.386667,10-01-2013,17562.0,9492.0,13559.5,10235.0,0.1286088395482219,-0.17645272541916937,8542.0,9201.0
-33.771111,25.386667,11-03-2011,16458.0,9481.0,13204.0,10251.0,0.10970264985503302,-0.16411725810006542,8382.0,9231.0
-33.771111,25.386667,11-11-2015,17677.5,9204.0,12619.0,9709.5,0.1669664812767146,-0.15648627594739425,8332.0,8769.0
-33.771111,25.386667,11-12-2015,17568.0,9281.0,13209.0,10207.0,0.14163173798615805,-0.1746554024010664,8234.5,8998.5
-33.771111,25.386667,12-01-2011,17617.5,9756.5,13336.0,10313.0,0.13832038380150827,-0.1550070369167472,8883.0,9367.0
-33.771111,25.386667,12-01-2012,18260.5,9965.0,14450.5,10688.5,0.11647458041637335,-0.18371526284532294,9065.0,9578.5
-33.771111,25.386667,12-09-2012,,,,,,,,
-33.771111,25.386667,13-09-2013,15335.0,9470.5,14007.0,11190.5,0.04525935519051174,-0.19322755830049967,8520.0,9686.5
-33.771111,25.386667,13-10-2011,21197.5,9702.0,13942.0,10182.5,0.20647704150599694,-0.17932667907291416,8679.0,8931.0
-33.771111,25.386667,14-08-2014,14038.5,9385.5,12906.0,10534.0,0.0420308411735232,-0.1579301527488049,8521.0,9710.5
-33.771111,25.386667,15-08-2012,,,,,,,,
-33.771111,25.386667,15-08-2013,10718.5,8256.5,10281.5,9162.0,0.020809523809523712,-0.1092350846909046,7659.5,8475.0
-33.771111,25.386667,17-07-2014,14056.0,9128.5,13095.5,10682.0,0.03537557777654997,-0.17850071994240382,8394.0,9432.5
-33.771111,25.386667,17-08-2011,13040.5,9503.5,11646.5,9826.5,0.05646696641957283,-0.10132387706855744,8989.5,9544.0
-33.771111,25.386667,17-09-2015,15793.5,8935.0,12385.5,9768.0,0.12094112637070116,-0.16183954410074736,8117.5,8570.5
-33.771111,25.386667,18-07-2013,14216.0,9115.0,13580.5,10802.0,0.022862590613926134,-0.1967570663787967,8384.0,9486.0
-33.771111,25.386667,18-09-2014,14800.0,9130.5,13120.5,10775.0,0.060152934223957094,-0.17931778347040503,8361.5,9198.0
-33.771111,25.386667,20-06-2012,,,,,,,,
-33.771111,25.386667,20-06-2014,14813.5,9123.5,13096.5,10546.5,0.061519168756717806,-0.17880288028802802,8351.5,9306.5
-33.771111,25.386667,20-08-2015,,,,,,,,
-33.771111,25.386667,21-06-2013,15552.5,9178.5,13546.0,10623.5,0.06895544443871654,-0.19219344760060644,8256.0,9389.5
-33.771111,25.386667,23-05-2013,15192.0,9559.5,13659.5,10613.0,0.05311682234892449,-0.17657952538868954,8992.5,9632.0
-33.771111,25.386667,24-04-2012,8792.0,4661.5,6472.5,4771.0,0.15195387991745454,-0.16265493084246307,4165.5,4411.5
-33.771111,25.386667,24-04-2013,16187.5,8984.5,13560.5,10360.5,0.0883084577114425,-0.20297183410955777,8235.5,8904.0
-33.771111,25.386667,24-04-2014,16163.0,9001.5,13270.5,10237.0,0.09827237671360832,-0.19167564655172328,8227.0,8929.5
-33.771111,25.386667,24-05-2012,16507.5,9297.0,13011.0,10084.0,0.11845114081000012,-0.16648735879505036,8473.5,9354.0
-33.771111,25.386667,24-07-2015,14862.0,9281.0,13062.0,10498.5,0.06446067898581842,-0.169225260708051,8700.5,9459.0
-33.771111,25.386667,26-02-2013,14863.0,10400.5,14115.0,11899.5,0.02581268548554067,-0.1515163875915231,9093.0,11496.0
-33.771111,25.386667,26-06-2015,,,,,,,,
-33.771111,25.386667,27-03-2014,16184.5,9058.5,13348.0,10255.5,0.09604672818081743,-0.19143998393323283,8191.0,8874.5
-33.771111,25.386667,27-05-2015,15480.5,9049.0,12915.5,10322.0,0.09032962389068852,-0.17603405495230862,8234.0,9064.5
-33.771111,25.386667,27-07-2011,13040.5,9503.5,11646.5,9826.5,0.05646696641957283,-0.10132387706855744,8989.5,9544.0
-33.771111,25.386667,28-02-2014,16184.5,9058.5,13348.0,10255.5,0.09604672818081743,-0.19143998393323283,8191.0,8874.5
-33.771111,25.386667,29-02-2012,,,,,,,,
-33.771111,25.386667,29-03-2012,,,,,,,,
-33.771111,25.386667,29-05-2014,15395.0,9006.0,13084.0,10338.0,0.08114751220197311,-0.18460842009959175,8236.5,9085.5
-33.771111,25.386667,29-11-2011,19415.5,9926.5,14058.5,10267.5,0.16003465376112755,-0.17227433812799595,8953.0,9271.5
-33.771111,25.386667,30-06-2011,13040.5,9503.5,11646.5,9826.5,0.05646696641957283,-0.10132387706855744,8989.5,9544.0
-33.771111,25.386667,31-01-2013,14863.0,10400.5,14115.0,11899.5,0.02581268548554067,-0.1515163875915231,9093.0,11496.0
-33.094444,25.012778,05-03-2015,14627.5,10546.0,14408.0,12360.0,0.007559711387783894,-0.15476476717159512,9374.0,11137.0
-33.094444,25.012778,06-05-2015,14601.0,10046.0,13392.5,11343.0,0.043170736063728926,-0.1427779081425853,8795.5,10437.0
-33.094444,25.012778,08-10-2014,14706.0,10371.5,14302.0,12403.0,0.013927192498621023,-0.15930046406063122,9213.5,10950.5
-33.094444,25.012778,09-01-2014,14835.0,10929.0,16677.0,14587.5,-0.05845392231530827,-0.20821560530319422,9596.5,11817.5
-33.094444,25.012778,12-12-2014,15524.0,10425.5,15025.0,12695.0,0.016334413565092094,-0.18072336496335956,9191.0,10857.0
-33.094444,25.012778,23-07-2015,13329.0,9499.5,13145.0,11546.5,0.00695021530558281,-0.1609883194594707,8667.0,9891.0
-33.094444,25.012778,27-02-2014,18474.5,10596.5,15412.5,12804.5,0.09035913477144601,-0.18516667307470422,8992.5,10844.0
-33.094444,25.012778,28-05-2015,14180.0,9240.5,12344.0,10545.0,0.06922032875885964,-0.14378373369779174,8313.5,9281.5
-33.094444,25.012778,29-01-2014,14835.0,10929.0,16677.0,14587.5,-0.05845392231530827,-0.20821560530319422,9596.5,11817.5
-33.001667,25.161389,01-04-2015,12937.0,10043.0,15534.5,13491.0,-0.09123158245965232,-0.2147004202912708,9064.5,10706.0
-33.001667,25.161389,04-12-2013,14188.5,10804.0,16741.5,14415.0,-0.08254122211445172,-0.21555244958341577,9465.0,11698.5
-33.001667,25.161389,05-02-2015,13800.0,10931.0,17729.0,15495.5,-0.12461543341051057,-0.237194696441032,9675.0,11988.5
-33.001667,25.161389,05-03-2015,12944.5,10468.0,16719.5,14476.5,-0.12725862998921209,-0.22994022988505664,9383.0,11444.0
-33.001667,25.161389,05-11-2014,14061.5,11171.0,15829.5,13863.0,-0.05914823860024737,-0.1725338419658889,10013.0,11704.5
-33.001667,25.161389,06-05-2015,12937.0,10043.0,15534.5,13491.0,-0.09123158245965232,-0.2147004202912708,9064.5,10706.0
-33.001667,25.161389,07-10-2015,13290.0,10280.0,15605.0,13671.5,-0.08011766741650778,-0.20571759706393586,9132.5,10961.0
-33.001667,25.161389,07-11-2013,14039.5,10642.0,16334.5,14174.0,-0.07555804306314587,-0.21101699627453446,9381.0,11205.0
-33.001667,25.161389,08-01-2015,13955.5,10670.0,17303.5,14835.5,-0.10710515371572954,-0.2371351457629534,9505.0,11638.0
-33.001667,25.161389,08-10-2014,13297.5,10277.0,16021.5,14058.5,-0.09290903509669467,-0.21843451147403764,9190.5,10939.5
-33.001667,25.161389,09-01-2014,14188.5,10804.0,16741.5,14415.0,-0.08254122211445172,-0.21555244958341577,9465.0,11698.5
-33.001667,25.161389,09-10-2013,13028.5,10305.0,16262.5,14308.5,-0.110409340753132,-0.22424014303189904,9215.5,11085.0
-33.001667,25.161389,10-12-2015,14037.5,10797.5,17420.5,15256.5,-0.10754021234662056,-0.2347083421929257,9554.0,11829.5
-33.001667,25.161389,11-11-2015,13290.0,10280.0,15605.0,13671.5,-0.08011766741650778,-0.20571759706393586,9132.5,10961.0
-33.001667,25.161389,12-09-2013,13028.5,10305.0,16262.5,14308.5,-0.110409340753132,-0.22424014303189904,9215.5,11085.0
-33.001667,25.161389,16-07-2014,12435.5,9448.0,14167.5,12373.0,-0.06510543923617614,-0.19984755774808835,8684.0,10026.0
-33.001667,25.161389,17-09-2014,13075.5,10164.0,16105.5,14226.0,-0.10383468695383948,-0.22617484154627907,9170.0,10998.5
-33.001667,25.161389,17-09-2015,13073.5,9816.5,14802.0,13052.5,-0.062007856361320654,-0.2025103072892329,8842.5,10311.0
-33.001667,25.161389,19-06-2014,12411.0,9419.0,13436.5,11678.5,-0.03967501692620161,-0.17577825906236935,8545.0,9703.5
-33.001667,25.161389,19-08-2015,12084.5,9447.5,13784.0,12441.5,-0.06569766318108872,-0.1866646578998335,8694.0,9846.5
-33.001667,25.161389,23-07-2015,9931.0,8774.5,10868.5,9855.5,-0.04507319887497274,-0.10660286107010078,8273.0,8997.0
-33.001667,25.161389,24-04-2014,13017.5,10040.5,15502.0,13426.5,-0.08711583302652541,-0.21382010374865337,9066.0,10774.0
-33.001667,25.161389,25-06-2015,11700.5,9253.0,13614.0,11808.0,-0.07558908925714482,-0.19071150566318193,8545.5,9616.5
-33.001667,25.161389,26-03-2014,13474.5,10036.0,15511.0,13426.5,-0.07025926756481665,-0.214310877989587,9022.5,10760.5
-33.001667,25.161389,27-02-2014,13474.5,10036.0,15511.0,13426.5,-0.07025926756481665,-0.214310877989587,9022.5,10760.5
-33.001667,25.161389,28-05-2015,11700.5,9253.0,13614.0,11808.0,-0.07558908925714482,-0.19071150566318193,8545.5,9616.5
-33.001667,25.161389,29-01-2014,14188.5,10804.0,16741.5,14415.0,-0.08254122211445172,-0.21555244958341577,9465.0,11698.5
-33.001667,25.161389,29-05-2014,12608.0,9342.0,13373.5,11607.5,-0.029463271943498147,-0.17747793356958827,8521.5,9581.5
-32.991639,27.640028,01-09-2011,13424.5,9646.0,10982.0,9259.0,0.10007579947964641,-0.06476633701764561,8636.0,10140.0
-32.991639,27.640028,02-06-2011,,,,,,,,
-32.991639,27.640028,02-07-2015,15262.0,9548.0,12097.5,9599.5,0.11566366344414147,-0.11778429696703649,8393.5,9511.5
-32.991639,27.640028,02-10-2014,14693.5,9493.5,13449.0,11459.0,0.04422137336768218,-0.17240928407976389,8515.5,9378.0
-32.991639,27.640028,03-05-2011,13294.0,8682.0,10771.5,8894.0,0.10481810060044419,-0.10740997763898473,8159.5,8678.5
